,,Level 3pm (pieces/m3),-9999: No data,,,,,,,,,,
-67.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,-35,0.018,0.022,0.02,0.122,0.087,0.049,0.072,0.076,0.026,0.023,0.019,0.022
-52.5,-35,0.045,0.045,0.063,0.087,0.044,0.026,0.034,0.088,0.128,0.063,0.07,0.081
-47.5,-35,0.085,0.087,0.093,0.134,0.087,0.031,0.037,0.082,0.416,0.093,0.141,0.126
-42.5,-35,0.234,0.167,0.235,0.152,0.091,0.046,0.054,0.092,0.256,0.391,0.986,0.369
-37.5,-35,0.204,0.187,0.308,0.119,0.067,0.037,0.041,0.065,0.114,3.3,0.251,0.248
-32.5,-35,0.155,0.172,0.506,0.076,0.04,0.026,0.028,0.035,0.06,0.211,0.109,0.094
-27.5,-35,0.179,0.24,0.694,0.103,0.047,0.034,0.035,0.038,0.065,0.149,0.107,0.092
-22.5,-35,0.179,0.226,0.395,0.114,0.055,0.041,0.042,0.041,0.07,0.14,0.117,0.102
-17.5,-35,0.151,0.23,0.276,0.109,0.058,0.042,0.046,0.042,0.065,0.11,0.113,0.101
-12.5,-35,0.151,0.246,0.269,0.123,0.06,0.043,0.05,0.042,0.065,0.109,0.127,0.114
-7.5,-35,0.131,0.181,0.209,0.103,0.046,0.036,0.042,0.036,0.055,0.095,0.116,0.101
-2.5,-35,0.072,0.092,0.13,0.099,0.031,0.023,0.027,0.023,0.036,0.065,0.075,0.066
2.5,-35,0.079,0.099,0.122,0.136,0.04,0.027,0.036,0.029,0.041,0.079,0.081,0.084
7.5,-35,0.061,0.065,0.069,0.082,0.047,0.03,0.04,0.032,0.042,0.065,0.059,0.068
12.5,-35,0.026,0.025,0.025,0.028,0.034,0.021,0.027,0.023,0.026,0.024,0.024,0.025
17.5,-35,0.019,0.018,0.021,0.029,0.062,0.023,0.036,0.028,0.034,0.023,0.022,0.02
22.5,-35,0.063,0.063,0.076,0.193,0.052,0.024,0.03,0.032,0.042,0.096,0.072,0.072
27.5,-35,0.094,0.083,0.105,0.379,0.107,0.042,0.057,0.089,0.148,0.126,0.132,0.101
32.5,-35,0.17,0.116,0.145,0.275,0.108,0.053,0.063,0.088,0.175,0.178,0.439,0.241
37.5,-35,0.128,0.1,0.133,0.455,0.113,0.044,0.048,0.067,0.083,0.201,0.314,0.304
42.5,-35,0.058,0.04,0.055,0.152,0.058,0.022,0.026,0.033,0.031,0.433,0.127,0.586
47.5,-35,0.028,0.02,0.026,0.065,0.037,0.013,0.014,0.019,0.016,0.307,0.055,0.19
52.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
97.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,-35,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001
117.5,-35,0.002,0.003,0.003,0.007,0.003,0.004,0.001,0.002,0.002,0.003,0.004,0.003
122.5,-35,0.002,0.002,0.003,0.008,0.003,0.002,0.001,0.001,0.002,0.008,0.003,0.003
127.5,-35,0.003,0.003,0.004,0.015,0.005,0.003,0.002,0.002,0.003,0.009,0.005,0.005
132.5,-35,0.006,0.006,0.008,0.022,0.015,0.008,0.005,0.006,0.007,0.014,0.009,0.008
137.5,-35,0.01,0.009,0.01,0.024,0.038,0.019,0.009,0.011,0.015,0.019,0.011,0.012
142.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,-35,0.015,0.015,0.024,0.028,0.014,0.011,0.01,0.013,0.023,0.159,0.031,0.024
157.5,-35,0.023,0.018,0.025,0.026,0.015,0.016,0.012,0.013,0.018,0.025,0.137,0.09
162.5,-35,0.008,0.006,0.007,0.008,0.005,0.006,0.004,0.004,0.005,0.007,0.023,0.068
167.5,-35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,-35,0.003,0.003,0.003,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.005
177.5,-35,0.009,0.004,0.005,0.009,0.005,0.003,0.004,0.004,0.004,0.003,0.005,0.012
-177.5,-33,0.009,0.006,0.007,0.009,0.015,0.01,0.009,0.009,0.018,0.014,0.029,0.023
-172.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-167.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-162.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-152.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-142.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-137.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-132.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-127.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-122.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-117.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-112.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-107.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-102.5,-33,1.202,0.585,1.296,0.867,0.214,0.192,0.198,0.182,0.281,0.512,4.367,1.554
-97.5,-33,0.359,0.225,0.505,0.907,0.1,0.086,0.106,0.081,0.165,0.226,0.99,0.539
-92.5,-33,0.008,0.005,0.009,0.02,0.003,0.003,0.004,0.003,0.007,0.007,0.018,0.009
-87.5,-33,0.008,0.005,0.009,0.009,0.006,0.005,0.006,0.005,0.01,0.009,0.01,0.008
-82.5,-33,0.02,0.016,0.02,0.023,0.032,0.021,0.024,0.023,0.025,0.023,0.021,0.021
-77.5,-33,0.017,0.015,0.016,0.019,0.033,0.028,0.026,0.026,0.02,0.019,0.016,0.017
-72.5,-33,0.01,0.011,0.01,0.011,0.019,0.023,0.017,0.015,0.011,0.01,0.008,0.009
-67.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,-33,0.019,0.023,0.019,0.149,0.049,0.029,0.035,0.477,0.034,0.022,0.02,0.02
-47.5,-33,0.042,0.044,0.046,0.28,0.147,0.037,0.043,0.072,0.065,0.043,0.053,0.056
-42.5,-33,0.096,0.092,0.105,0.251,0.117,0.053,0.061,0.111,0.195,0.114,0.234,0.172
-37.5,-33,0.116,0.115,0.137,0.247,0.094,0.049,0.048,0.08,0.198,0.265,0.328,0.218
-32.5,-33,0.157,0.159,0.219,0.283,0.079,0.046,0.047,0.065,0.129,0.677,0.233,0.158
-27.5,-33,0.308,0.328,0.349,0.49,0.118,0.078,0.082,0.094,0.17,0.596,0.234,0.203
-22.5,-33,0.33,0.365,0.47,0.336,0.111,0.072,0.075,0.076,0.135,0.313,0.204,0.19
-17.5,-33,0.239,0.45,0.46,0.17,0.076,0.053,0.06,0.052,0.09,0.193,0.148,0.137
-12.5,-33,0.39,2.915,0.707,0.265,0.107,0.081,0.089,0.073,0.121,0.242,0.282,0.221
-7.5,-33,0.378,0.882,0.755,0.226,0.078,0.062,0.078,0.059,0.097,0.235,0.316,0.202
-2.5,-33,0.349,0.362,0.792,1.228,0.094,0.064,0.085,0.06,0.109,0.36,0.386,0.312
2.5,-33,0.336,0.31,0.298,0.444,0.206,0.13,0.195,0.125,0.215,0.388,0.318,0.404
7.5,-33,0.103,0.098,0.097,0.115,0.142,0.096,0.127,0.095,0.11,0.107,0.101,0.117
12.5,-33,0.037,0.036,0.037,0.044,0.08,0.073,0.066,0.059,0.052,0.038,0.037,0.039
17.5,-33,0.03,0.033,0.036,0.05,0.161,0.095,0.099,0.057,0.039,0.032,0.028,0.03
22.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,-33,0.055,0.083,0.103,0.587,0.146,0.047,0.104,0.179,0.147,0.09,0.082,0.062
32.5,-33,0.082,0.073,0.085,0.13,0.149,0.081,0.11,0.093,0.23,0.085,0.115,0.093
37.5,-33,0.064,0.054,0.066,0.103,0.179,0.07,0.093,0.08,0.116,0.074,0.123,0.088
42.5,-33,0.027,0.022,0.028,0.042,0.089,0.053,0.104,0.049,0.063,0.04,0.078,0.046
47.5,-33,0.016,0.013,0.016,0.021,0.057,0.035,0.045,0.024,0.032,0.031,0.058,0.031
52.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,-33,0.111,0.073,0.08,0.117,0.121,0.055,0.069,0.08,0.079,0.215,0.205,0.4
72.5,-33,0.151,0.099,0.102,0.16,0.108,0.059,0.064,0.078,0.078,0.228,0.212,0.511
77.5,-33,0.23,0.145,0.147,0.219,0.12,0.072,0.076,0.081,0.088,0.224,0.255,0.839
82.5,-33,0.361,0.188,0.194,0.347,0.149,0.086,0.083,0.087,0.096,0.25,0.327,1.32
87.5,-33,0.218,0.133,0.132,0.204,0.091,0.058,0.047,0.05,0.057,0.131,0.189,0.954
92.5,-33,0.115,0.074,0.074,0.116,0.054,0.035,0.025,0.026,0.029,0.068,0.109,0.191
97.5,-33,0.045,0.038,0.037,0.06,0.036,0.021,0.015,0.015,0.017,0.036,0.055,0.063
102.5,-33,0.02,0.017,0.018,0.032,0.024,0.016,0.01,0.01,0.011,0.021,0.028,0.023
107.5,-33,0.009,0.008,0.008,0.014,0.017,0.011,0.007,0.007,0.007,0.011,0.012,0.009
112.5,-33,0.003,0.003,0.003,0.005,0.01,0.006,0.004,0.004,0.003,0.004,0.004,0.003
117.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,-33,0.004,0.004,0.006,0.01,0.01,0.012,0.004,0.009,0.012,0.016,0.004,0.005
127.5,-33,0.002,0.001,0.002,0.003,0.014,0.003,0.002,0.004,0.007,0.003,0.002,0.002
132.5,-33,0.003,0.003,0.004,0.008,0.045,0.009,0.005,0.007,0.011,0.006,0.004,0.004
137.5,-33,0.011,0.011,0.015,0.031,0.053,0.042,0.014,0.02,0.021,0.02,0.012,0.013
142.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,-33,0.03,0.03,0.041,0.064,0.036,0.027,0.023,0.033,0.061,0.168,0.05,0.04
157.5,-33,0.02,0.016,0.02,0.023,0.021,0.021,0.014,0.018,0.024,0.051,0.048,0.046
162.5,-33,0.016,0.012,0.013,0.016,0.018,0.02,0.012,0.014,0.018,0.032,0.097,0.049
167.5,-33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,-33,0.007,0.005,0.005,0.007,0.009,0.007,0.006,0.006,0.007,0.007,0.01,0.019
177.5,-33,0.012,0.008,0.009,0.013,0.019,0.012,0.011,0.011,0.015,0.014,0.023,0.056
-177.5,-31,0.007,0.005,0.006,0.007,0.016,0.015,0.011,0.012,0.039,0.032,0.044,0.012
-172.5,-31,0.004,0.003,0.003,0.003,0.008,0.006,0.005,0.006,0.036,0.024,0.021,0.005
-167.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-162.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-152.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-142.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-137.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-132.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-127.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-122.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-117.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-112.5,-31,0.181,0.142,0.162,0.243,0.242,0.28,0.146,0.15,0.253,0.334,0.165,0.165
-107.5,-31,0.287,0.224,0.25,0.413,0.267,0.291,0.212,0.207,0.358,0.844,0.312,0.275
-102.5,-31,0.343,0.257,0.319,0.469,0.29,0.311,0.296,0.252,0.567,1.142,0.417,0.349
-97.5,-31,0.192,0.146,0.196,0.318,0.168,0.179,0.235,0.166,0.904,1.31,0.298,0.197
-92.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,-31,0.002,0.002,0.003,0.003,0.005,0.004,0.005,0.004,0.004,0.004,0.003,0.003
-82.5,-31,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
-77.5,-31,0.006,0.005,0.005,0.006,0.01,0.008,0.007,0.007,0.006,0.006,0.005,0.006
-72.5,-31,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002
-67.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,-31,0.011,0.012,0.013,0.031,0.139,0.014,0.016,0.014,0.015,0.011,0.012,0.012
-42.5,-31,0.037,0.038,0.041,0.214,0.121,0.048,0.051,0.069,0.061,0.042,0.052,0.05
-37.5,-31,0.07,0.073,0.081,0.758,0.146,0.063,0.06,0.093,0.127,0.097,0.098,0.105
-32.5,-31,0.119,0.121,0.144,0.563,0.164,0.076,0.075,0.109,0.274,0.229,0.179,0.124
-27.5,-31,0.266,0.278,0.253,0.839,0.227,0.126,0.142,0.182,0.435,0.439,0.251,0.239
-22.5,-31,0.263,0.256,0.236,0.511,0.179,0.107,0.114,0.123,0.267,0.358,0.181,0.209
-17.5,-31,0.447,0.39,0.291,0.371,0.187,0.135,0.152,0.122,0.266,0.388,0.269,0.284
-12.5,-31,1.633,0.762,0.599,0.641,0.303,0.267,0.325,0.23,0.461,0.744,0.718,0.732
-7.5,-31,1.756,0.676,0.631,0.65,0.342,0.298,0.465,0.262,0.667,1.468,1.666,1.358
-2.5,-31,0.537,0.418,0.429,0.544,0.482,0.29,0.587,0.242,0.597,0.837,0.64,1.234
2.5,-31,0.308,0.277,0.249,0.279,0.686,0.43,0.503,0.317,0.484,0.35,0.294,0.367
7.5,-31,0.104,0.1,0.096,0.106,0.229,0.208,0.161,0.169,0.139,0.104,0.103,0.115
12.5,-31,0.033,0.034,0.035,0.041,0.07,0.076,0.056,0.059,0.047,0.035,0.034,0.036
17.5,-31,0.033,0.036,0.046,0.049,0.105,0.102,0.074,0.072,0.031,0.036,0.027,0.029
22.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,-31,0.042,0.041,0.047,0.065,0.081,0.097,0.088,0.05,0.053,0.038,0.05,0.045
37.5,-31,0.025,0.024,0.027,0.038,0.067,0.109,0.104,0.055,0.049,0.03,0.044,0.036
42.5,-31,0.014,0.012,0.014,0.018,0.027,0.061,0.031,0.024,0.03,0.017,0.025,0.019
47.5,-31,0.008,0.007,0.008,0.009,0.014,0.03,0.017,0.011,0.015,0.011,0.014,0.012
52.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,-31,0.063,0.048,0.052,0.063,0.147,0.342,0.269,0.19,0.219,0.15,0.211,0.119
62.5,-31,0.127,0.097,0.099,0.119,0.261,0.296,0.417,0.605,1.513,0.473,0.641,0.277
67.5,-31,0.166,0.121,0.124,0.146,0.319,0.242,0.34,0.387,0.824,0.777,1.1,0.358
72.5,-31,0.162,0.12,0.124,0.146,0.318,0.192,0.209,0.238,0.385,0.489,1.336,0.316
77.5,-31,0.205,0.154,0.151,0.197,0.352,0.202,0.203,0.208,0.323,0.821,3.417,0.418
82.5,-31,0.238,0.178,0.173,0.235,0.412,0.229,0.211,0.216,0.303,0.631,2.926,0.412
87.5,-31,0.191,0.147,0.133,0.185,0.326,0.179,0.133,0.141,0.175,0.342,2.499,0.295
92.5,-31,0.094,0.074,0.067,0.096,0.174,0.092,0.058,0.062,0.077,0.146,0.297,0.129
97.5,-31,0.041,0.034,0.033,0.051,0.109,0.055,0.032,0.034,0.036,0.06,0.073,0.051
102.5,-31,0.029,0.026,0.026,0.044,0.072,0.058,0.032,0.034,0.03,0.045,0.046,0.033
107.5,-31,0.065,0.063,0.066,0.109,0.191,0.179,0.104,0.099,0.087,0.093,0.091,0.07
112.5,-31,0.076,0.082,0.089,0.125,0.26,0.324,0.179,0.154,0.111,0.101,0.098,0.079
117.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,-31,0.003,0.003,0.004,0.007,0.012,0.028,0.005,0.02,0.01,0.009,0.004,0.004
137.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,-31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,-31,0.022,0.022,0.024,0.03,0.022,0.02,0.02,0.033,0.062,0.054,0.03,0.034
157.5,-31,0.024,0.018,0.02,0.023,0.028,0.032,0.022,0.034,0.051,0.113,0.048,0.043
162.5,-31,0.011,0.008,0.008,0.011,0.015,0.022,0.012,0.016,0.026,0.19,0.029,0.024
167.5,-31,0.006,0.005,0.005,0.007,0.012,0.012,0.008,0.009,0.018,0.033,0.014,0.013
172.5,-31,0.006,0.005,0.005,0.007,0.015,0.012,0.01,0.009,0.015,0.017,0.014,0.012
177.5,-31,0.009,0.007,0.007,0.01,0.022,0.017,0.013,0.015,0.026,0.028,0.029,0.016
-177.5,-29,0.007,0.007,0.007,0.007,0.016,0.023,0.019,0.023,0.035,0.023,0.023,0.01
-172.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-167.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-162.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-152.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-142.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-137.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-132.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-127.5,-29,0.003,0.003,0.003,0.004,0.008,0.018,0.01,0.005,0.02,0.003,0.003,0.003
-122.5,-29,0.002,0.002,0.002,0.004,0.009,0.012,0.008,0.006,0.064,0.003,0.002,0.002
-117.5,-29,0.009,0.008,0.009,0.014,0.047,0.068,0.029,0.02,0.036,0.011,0.009,0.009
-112.5,-29,0.014,0.013,0.013,0.018,0.09,0.168,0.045,0.028,0.041,0.018,0.014,0.013
-107.5,-29,0.17,0.144,0.154,0.203,0.784,1.071,0.464,0.366,0.36,0.246,0.167,0.168
-102.5,-29,0.248,0.205,0.232,0.29,1.068,3.939,0.911,1.005,0.568,0.364,0.261,0.248
-97.5,-29,0.135,0.109,0.129,0.153,0.637,1.028,1.19,1.088,0.297,0.198,0.144,0.133
-92.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,-29,0.003,0.002,0.003,0.003,0.013,0.007,0.007,0.006,0.004,0.003,0.003,0.003
-82.5,-29,0.003,0.002,0.003,0.003,0.006,0.005,0.004,0.004,0.003,0.003,0.003,0.003
-77.5,-29,0.006,0.005,0.005,0.005,0.008,0.007,0.006,0.006,0.005,0.005,0.005,0.005
-72.5,-29,0.004,0.004,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003
-67.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,-29,0.001,0.001,0.002,0.003,0.011,0.002,0.002,0.002,0.002,0.001,0.001,0.001
-42.5,-29,0.003,0.003,0.003,0.007,0.02,0.008,0.007,0.004,0.003,0.003,0.003,0.003
-37.5,-29,0.005,0.006,0.006,0.014,0.038,0.011,0.008,0.009,0.008,0.007,0.006,0.006
-32.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-27.5,-29,0.127,0.14,0.118,0.159,0.604,0.135,0.169,0.27,0.315,0.156,0.115,0.118
-22.5,-29,0.348,0.302,0.275,0.383,0.725,0.37,0.504,0.468,0.783,0.396,0.242,0.301
-17.5,-29,0.501,0.381,0.338,0.432,0.602,0.676,0.786,0.526,2.646,0.547,0.384,0.479
-12.5,-29,0.701,0.492,0.445,0.56,0.816,1.095,1.447,0.82,6.722,0.72,0.614,0.852
-7.5,-29,0.667,0.52,0.511,0.584,1.358,1.758,3.856,1.295,1.758,0.794,0.694,1.054
-2.5,-29,0.388,0.345,0.326,0.39,3.119,1.94,0.598,0.73,0.627,0.436,0.403,0.513
2.5,-29,0.154,0.15,0.135,0.151,0.414,0.363,0.222,0.256,0.221,0.161,0.154,0.18
7.5,-29,0.063,0.063,0.06,0.066,0.117,0.113,0.083,0.097,0.077,0.063,0.062,0.069
12.5,-29,0.02,0.021,0.021,0.025,0.038,0.038,0.031,0.032,0.025,0.021,0.021,0.022
17.5,-29,0.002,0.002,0.003,0.005,0.008,0.007,0.007,0.006,0.003,0.003,0.002,0.002
22.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,-29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,-29,0.058,0.047,0.05,0.056,0.081,0.118,0.081,0.085,0.11,0.1,0.132,0.096
62.5,-29,0.138,0.113,0.112,0.123,0.183,0.232,0.171,0.186,0.276,0.254,0.346,0.243
67.5,-29,0.183,0.14,0.145,0.15,0.242,0.291,0.204,0.23,0.336,0.317,0.421,0.301
72.5,-29,0.166,0.133,0.134,0.133,0.242,0.254,0.18,0.202,0.304,0.281,0.407,0.257
77.5,-29,0.153,0.126,0.119,0.134,0.244,0.262,0.185,0.187,0.303,0.251,0.375,0.225
82.5,-29,0.172,0.145,0.126,0.151,0.273,0.323,0.202,0.215,0.304,0.25,0.39,0.232
87.5,-29,0.13,0.115,0.099,0.122,0.253,0.217,0.162,0.161,0.198,0.179,0.256,0.157
92.5,-29,0.065,0.056,0.05,0.064,0.135,0.109,0.076,0.085,0.098,0.09,0.113,0.077
97.5,-29,0.029,0.027,0.025,0.034,0.068,0.058,0.04,0.043,0.044,0.042,0.046,0.034
102.5,-29,0.08,0.077,0.077,0.108,0.175,0.209,0.14,0.148,0.129,0.118,0.115,0.09
